sale_id,date_time,item type,weight,country name,cost
1408,2017-09-04 16:23:00,parcel,8.49,Peru,295.99
1409,2016-08-14 11:28:00,letter,0.16,Saudi Arabia,9.0
1410,2017-02-19 11:06:00,letter,0.33,Myanmar,12.0
1410,2017-02-19 11:06:00,letter,0.12,Turkey,9.0
1410,2017-02-19 11:06:00,parcel,10.91,Portugal,280.85
1411,2017-03-15 14:00:00,parcel,12.69,Cook Islands,161.41
1412,2016-06-06 12:25:00,parcel,9.82,Chile,295.99
1413,2017-10-29 14:44:00,parcel,7.03,Ukraine,280.85
1414,2016-11-09 13:23:00,parcel,16.82,Slovenia,341.29
1414,2016-11-09 13:23:00,letter,0.26,Nauru,12.0
1414,2016-11-09 13:23:00,parcel,19.18,Mexico,359.45
1415,2016-09-27 13:54:00,parcel,17.41,Netherlands,206.04
1415,2016-09-27 13:54:00,letter,0.13,Hong Kong,6.0
1416,2016-06-15 16:56:00,parcel,5.05,Mexico,219.45
1417,2016-01-19 12:28:00,letter,0.1,Papua New Guinea,6.0
1418,2017-02-15 10:10:00,parcel,8.34,Czech Republic,280.85
1419,2017-01-17 09:43:00,parcel,11.89,Israel,295.99
1419,2017-01-17 09:43:00,letter,0.3,Vietnam,12.0
1419,2017-01-17 09:43:00,letter,0.21,Switzerland,9.0
1420,2016-08-18 13:38:00,letter,0.34,Ukraine,18.0
1421,2016-11-30 09:20:00,letter,0.33,French Polynesia,12.0
1422,2016-02-19 13:55:00,parcel,1.91,Croatia,96.23
1422,2016-02-19 13:55:00,parcel,11.54,Brazil,280.85
1422,2016-02-19 13:55:00,parcel,10.53,Ukraine,280.85
1423,2016-07-23 14:19:00,parcel,13.95,Taiwan - Province Of China,153.39
1423,2016-07-23 14:19:00,parcel,14.88,Ireland,174.45
1424,2016-11-03 08:18:00,letter,0.4,Denmark,18.0
1424,2016-11-03 08:18:00,parcel,13.74,Mauritius,295.99
1425,2017-05-21 14:35:00,parcel,15.29,United States,182.68
1425,2017-05-21 14:35:00,parcel,6.01,Pakistan,161.41
1425,2017-05-21 14:35:00,letter,0.25,Mexico,9.0
1426,2017-11-04 09:30:00,letter,0.36,Czech Republic,18.0
1427,2017-08-09 11:08:00,parcel,4.96,Italy,113.94
1427,2017-08-09 11:08:00,letter,0.14,Nigeria,9.0
1428,2017-08-01 13:24:00,parcel,15.3,Norway,206.04
1429,2016-12-29 11:47:00,letter,0.32,Israel,18.0
1430,2016-04-10 15:01:00,letter,0.37,Iran - Islamic Republic Of,18.0
1430,2016-04-10 15:01:00,letter,0.42,Estonia,18.0
1431,2016-08-27 12:23:00,parcel,0.92,Saudi Arabia,57.65
1431,2016-08-27 12:23:00,letter,0.32,Vanuatu,12.0
1432,2017-10-09 11:08:00,parcel,16.8,Iran - Islamic Republic Of,359.45
1433,2016-12-09 10:37:00,letter,0.22,Pakistan,6.0
1434,2016-03-17 14:16:00,letter,0.41,Philippines,12.0
1435,2017-06-26 10:35:00,letter,0.36,Nigeria,18.0
1435,2017-06-26 10:35:00,parcel,11.31,Ukraine,280.85
1436,2016-04-06 13:19:00,letter,0.15,Estonia,9.0
1436,2016-04-06 13:19:00,letter,0.23,Peru,9.0
1436,2016-04-06 13:19:00,letter,0.43,United States,18.0
1437,2016-05-21 14:37:00,letter,0.13,Poland,9.0
1437,2016-05-21 14:37:00,parcel,15.55,Kenya,359.45
1437,2016-05-21 14:37:00,letter,0.33,Iran - Islamic Republic Of,18.0
1438,2017-05-03 13:27:00,parcel,1.41,China,50.33
1439,2016-07-12 11:32:00,letter,0.18,Russian Federation,9.0
1439,2016-07-12 11:32:00,letter,0.11,Pakistan,6.0
1440,2017-05-26 14:44:00,letter,0.1,Mexico,9.0
1441,2017-09-15 12:13:00,parcel,12.59,Samoa,161.41
1441,2017-09-15 12:13:00,letter,0.12,Romania,9.0
1442,2016-01-01 15:34:00,parcel,16.44,Hong Kong,178.1
1443,2016-08-27 11:37:00,parcel,16.74,Malaysia,178.1
1444,2016-11-30 14:59:00,letter,0.28,Lao People's Democratic Republic,12.0
1444,2016-11-30 14:59:00,letter,0.18,Serbia,9.0
1444,2016-11-30 14:59:00,letter,0.47,French Polynesia,12.0
1445,2016-03-29 12:25:00,letter,0.18,Norway,9.0
1446,2016-09-27 10:53:00,parcel,6.18,United Kingdom,174.45
1447,2016-01-10 13:40:00,letter,0.28,Ukraine,18.0
1448,2017-12-23 11:11:00,letter,0.29,United States,18.0
1448,2017-12-23 11:11:00,letter,0.3,Philippines,12.0
1448,2017-12-23 11:11:00,letter,0.17,Serbia,9.0
1449,2016-03-21 11:16:00,letter,0.4,United States,18.0
1449,2016-03-21 11:16:00,letter,0.44,Iran - Islamic Republic Of,18.0
1449,2016-03-21 11:16:00,letter,0.22,Germany,9.0
1450,2017-10-05 11:57:00,letter,0.13,South Africa,9.0
1451,2017-04-30 12:35:00,letter,0.45,Taiwan - Province Of China,12.0
1451,2017-04-30 12:35:00,letter,0.33,Kuwait,18.0
1452,2017-11-05 12:24:00,letter,0.14,Myanmar,6.0
1452,2017-11-05 12:24:00,parcel,3.08,Germany,113.94
1452,2017-11-05 12:24:00,parcel,19.3,Italy,206.04
1453,2017-12-05 14:35:00,letter,0.33,Chile,18.0
1454,2016-07-05 15:57:00,letter,0.26,New Zealand,11.0
1454,2016-07-05 15:57:00,letter,0.17,China,6.0
1455,2016-03-29 13:40:00,letter,0.12,Sweden,9.0
1456,2017-06-06 11:32:00,letter,0.22,Belgium,9.0
1456,2017-06-06 11:32:00,letter,0.22,Poland,9.0
1456,2017-06-06 11:32:00,parcel,14.34,Iran - Islamic Republic Of,295.99
1457,2017-08-01 11:10:00,letter,0.18,Greece,9.0
1457,2017-08-01 11:10:00,letter,0.4,Cambodia,12.0
1458,2017-07-03 12:57:00,letter,0.14,Chile,9.0
1459,2016-08-11 12:55:00,parcel,7.44,New Caledonia,161.41
1459,2016-08-11 12:55:00,letter,0.28,Vanuatu,12.0
1460,2016-03-27 14:05:00,letter,0.14,Spain,9.0
1460,2016-03-27 14:05:00,parcel,7.11,Mexico,295.99
1460,2016-03-27 14:05:00,parcel,16.98,Turkey,341.29
1461,2017-07-12 13:47:00,parcel,9.33,Kuwait,295.99
1462,2016-12-09 09:43:00,letter,0.15,Germany,9.0
1463,2016-07-19 13:50:00,letter,0.22,New Zealand,5.5
1463,2016-07-19 13:50:00,letter,0.12,Spain,9.0
1464,2017-10-17 11:57:00,letter,0.28,Switzerland,18.0
1465,2017-05-07 13:44:00,parcel,5.26,South Africa,207.86
1466,2016-11-02 13:23:00,letter,0.13,Switzerland,9.0
1466,2016-11-02 13:23:00,parcel,6.04,Iran - Islamic Republic Of,295.99
1466,2016-11-02 13:23:00,letter,0.37,Fiji,12.0
1467,2017-03-25 12:27:00,letter,0.27,French Polynesia,12.0
1467,2017-03-25 12:27:00,letter,0.19,Samoa,6.0
1467,2017-03-25 12:27:00,letter,0.24,China,6.0
1468,2017-02-17 15:15:00,parcel,12.11,Greece,280.85
1469,2016-02-06 12:39:00,letter,0.31,New Zealand,11.0
1470,2017-09-11 15:25:00,letter,0.25,Argentina,9.0
1471,2017-02-05 13:31:00,letter,0.48,Netherlands,18.0
1471,2017-02-05 13:31:00,parcel,14.67,Chile,295.99
1472,2016-03-02 13:08:00,letter,0.12,Russian Federation,9.0
1472,2016-03-02 13:08:00,letter,0.13,Brazil,9.0
1472,2016-03-02 13:08:00,parcel,13.84,Kuwait,295.99
1473,2017-11-26 13:28:00,parcel,5.39,Netherlands,151.84
1474,2016-05-26 12:53:00,letter,0.15,Taiwan - Province Of China,6.0
1474,2016-05-26 12:53:00,parcel,8.72,Nauru,161.41
1474,2016-05-26 12:53:00,parcel,1.22,Vietnam,51.35
1475,2017-11-03 14:50:00,parcel,12.0,Kuwait,295.99
1475,2017-11-03 14:50:00,parcel,11.04,Russian Federation,280.85
1476,2016-06-14 13:10:00,letter,0.18,Romania,9.0
1476,2016-06-14 13:10:00,parcel,17.49,Bahrain,359.45
1477,2016-05-25 14:42:00,letter,0.32,Switzerland,18.0
1478,2017-10-13 12:23:00,letter,0.46,Mexico,18.0
1479,2016-01-17 12:12:00,letter,0.31,Sweden,18.0
1479,2016-01-17 12:12:00,parcel,16.17,Switzerland,206.04
1480,2016-09-22 12:14:00,parcel,8.69,Germany,178.94
1480,2016-09-22 12:14:00,letter,0.39,Cambodia,12.0
1481,2016-09-18 14:49:00,letter,0.27,Singapore,12.0
1481,2016-09-18 14:49:00,letter,0.14,Taiwan - Province Of China,6.0
1481,2016-09-18 14:49:00,parcel,18.6,Serbia,341.29
1482,2016-11-12 15:40:00,parcel,1.39,Pakistan,53.46
1483,2016-04-28 14:06:00,parcel,15.48,Ireland,200.9
1484,2016-02-23 16:59:00,letter,0.44,Indonesia,12.0
1485,2017-03-08 15:39:00,letter,0.32,South Africa,18.0
1485,2017-03-08 15:39:00,parcel,3.96,French Polynesia,87.03
1485,2017-03-08 15:39:00,letter,0.21,Kenya,9.0
1486,2016-10-27 13:02:00,letter,0.23,Peru,9.0
1486,2016-10-27 13:02:00,letter,0.49,Italy,18.0
1487,2017-10-27 14:59:00,parcel,14.38,Hungary,280.85
1487,2017-10-27 14:59:00,letter,0.21,Russian Federation,9.0
1487,2017-10-27 14:59:00,parcel,15.53,Pakistan,187.37
1488,2017-01-16 09:20:00,letter,0.45,Samoa,12.0
1488,2017-01-16 09:20:00,letter,0.45,French Polynesia,12.0
1488,2017-01-16 09:20:00,letter,0.29,Sri Lanka,12.0
1489,2017-01-04 13:56:00,parcel,15.89,Canada,182.68
1490,2017-08-24 12:44:00,letter,0.45,Romania,18.0
1490,2017-08-24 12:44:00,letter,0.35,United Kingdom,18.0
1490,2017-08-24 12:44:00,parcel,18.97,Lao People's Democratic Republic,187.37
1491,2017-07-18 14:26:00,letter,0.18,Estonia,9.0
1491,2017-07-18 14:26:00,letter,0.31,Pakistan,12.0
1492,2017-07-09 14:09:00,parcel,8.66,Canada,157.35
1492,2017-07-09 14:09:00,letter,0.12,Austria,9.0
1492,2017-07-09 14:09:00,letter,0.27,Slovenia,18.0
1493,2016-04-05 11:27:00,letter,0.25,Poland,9.0
1493,2016-04-05 11:27:00,parcel,4.61,Peru,135.21
1493,2016-04-05 11:27:00,parcel,19.07,Lao People's Democratic Republic,187.37
1494,2017-01-14 13:58:00,letter,0.31,Vanuatu,12.0
1494,2017-01-14 13:58:00,parcel,18.06,Denmark,341.29
1495,2017-06-09 11:54:00,parcel,17.98,Czech Republic,341.29
1495,2017-06-09 11:54:00,letter,0.25,Nigeria,9.0
1495,2017-06-09 11:54:00,parcel,6.15,Mexico,295.99
1496,2016-02-16 11:10:00,letter,0.11,Papua New Guinea,6.0
1496,2016-02-16 11:10:00,letter,0.34,Sweden,18.0
1496,2016-02-16 11:10:00,parcel,3.92,Kenya,135.21
1497,2017-01-24 13:44:00,letter,0.2,Indonesia,6.0
1498,2016-01-28 14:29:00,parcel,11.63,Norway,178.94
1499,2016-02-21 14:44:00,parcel,11.96,Brazil,280.85
1500,2017-03-06 15:21:00,letter,0.45,Spain,18.0
1500,2017-03-06 15:21:00,letter,0.18,South Africa,9.0
1501,2017-04-22 14:24:00,letter,0.34,Czech Republic,18.0
1501,2017-04-22 14:24:00,letter,0.28,Taiwan - Province Of China,12.0
1502,2016-04-30 08:26:00,parcel,7.22,Thailand,153.39
1502,2016-04-30 08:26:00,parcel,1.18,Papua New Guinea,53.46
1503,2017-12-22 16:35:00,letter,0.21,Nigeria,9.0
1503,2017-12-22 16:35:00,letter,0.26,New Zealand,11.0
1504,2017-06-26 12:14:00,letter,0.27,Malaysia,12.0
1504,2017-06-26 12:14:00,parcel,18.92,Bahrain,359.45
1505,2016-03-12 13:13:00,parcel,15.72,Saudi Arabia,359.45
1505,2016-03-12 13:13:00,letter,0.48,Iran - Islamic Republic Of,18.0
1505,2016-03-12 13:13:00,letter,0.21,French Polynesia,6.0
1506,2016-09-15 15:29:00,letter,0.28,Estonia,18.0
1506,2016-09-15 15:29:00,letter,0.22,Brunei Darussalam,6.0
1507,2017-12-17 12:09:00,letter,0.34,Estonia,18.0
1507,2017-12-17 12:09:00,letter,0.11,Hungary,9.0
1508,2017-06-16 12:59:00,letter,0.16,Macedonia - The Former Yugoslav Republic Of,9.0
1508,2017-06-16 12:59:00,letter,0.23,Croatia,9.0
1508,2017-06-16 12:59:00,parcel,9.08,Arab Emirates,295.99
1509,2016-03-24 12:32:00,letter,0.25,India,6.0
1509,2016-03-24 12:32:00,parcel,4.27,Belgium,128.08
1509,2016-03-24 12:32:00,parcel,19.62,United States,182.68
1510,2016-11-19 12:25:00,parcel,10.04,Lao People's Democratic Republic,161.41
1511,2016-11-12 12:02:00,parcel,5.83,Singapore,128.68
1511,2016-11-12 12:02:00,letter,0.45,Brazil,18.0
1512,2016-05-02 15:44:00,letter,0.27,Spain,18.0
1513,2017-08-10 11:30:00,parcel,1.38,Korea - Republic Of,51.35
1513,2017-08-10 11:30:00,letter,0.44,Bahrain,18.0
1514,2016-03-01 13:49:00,parcel,17.75,Qatar,359.45
1514,2016-03-01 13:49:00,letter,0.27,Czech Republic,18.0
1515,2016-09-08 15:01:00,parcel,11.21,Papua New Guinea,161.41
1515,2016-09-08 15:01:00,letter,0.33,Russian Federation,18.0
1515,2016-09-08 15:01:00,letter,0.21,Estonia,9.0
1516,2017-10-02 12:15:00,parcel,6.38,Poland,280.85
1516,2017-10-02 12:15:00,letter,0.4,Israel,18.0
1517,2016-01-15 12:11:00,letter,0.2,Cyprus,9.0
1517,2016-01-15 12:11:00,letter,0.13,United States,9.0
1517,2016-01-15 12:11:00,letter,0.42,Denmark,18.0
1518,2017-02-14 14:30:00,parcel,3.38,Serbia,128.08
1518,2017-02-14 14:30:00,letter,0.17,Vietnam,6.0
1518,2017-02-14 14:30:00,letter,0.41,Nauru,12.0
1519,2016-06-03 12:32:00,parcel,0.63,Austria,54.77
1519,2016-06-03 12:32:00,letter,0.45,Lao People's Democratic Republic,12.0
1520,2016-01-22 12:39:00,letter,0.29,China,12.0
1521,2017-08-24 11:37:00,parcel,9.71,Netherlands,178.94
1522,2016-11-20 14:11:00,parcel,12.57,Estonia,280.85
1523,2016-10-25 15:40:00,parcel,2.38,Sri Lanka,72.9
1524,2017-11-21 11:31:00,letter,0.4,Singapore,12.0
1524,2017-11-21 11:31:00,letter,0.43,Norway,18.0
1525,2017-12-26 11:27:00,letter,0.48,Mexico,18.0
1526,2017-08-01 13:43:00,parcel,7.51,Macedonia - The Former Yugoslav Republic Of,280.85
1526,2017-08-01 13:43:00,letter,0.38,Nepal,12.0
1526,2017-08-01 13:43:00,letter,0.41,Greece,18.0
1527,2017-06-21 11:21:00,parcel,7.99,Malaysia,153.39
1527,2017-06-21 11:21:00,letter,0.17,Ukraine,9.0
1527,2017-06-21 11:21:00,parcel,16.85,Korea - Republic Of,178.1
1528,2017-01-14 12:32:00,letter,0.44,Taiwan - Province Of China,12.0
1528,2017-01-14 12:32:00,letter,0.46,France,18.0
1528,2017-01-14 12:32:00,letter,0.43,Switzerland,18.0
1529,2016-08-03 11:21:00,letter,0.45,French Polynesia,12.0
1529,2016-08-03 11:21:00,letter,0.24,Czech Republic,9.0
1530,2017-06-24 13:11:00,parcel,3.82,Philippines,87.03
1530,2017-06-24 13:11:00,letter,0.28,Sri Lanka,12.0
1531,2016-01-22 12:54:00,parcel,19.59,Mexico,359.45
1532,2016-02-18 11:52:00,letter,0.44,Tonga,12.0
1532,2016-02-18 11:52:00,letter,0.45,Tonga,12.0
1533,2016-10-28 05:24:00,letter,0.37,Estonia,18.0
1534,2017-06-22 13:39:00,letter,0.41,Nigeria,18.0
1534,2017-06-22 13:39:00,letter,0.13,Mexico,9.0
1534,2017-06-22 13:39:00,parcel,10.87,Croatia,280.85
1535,2016-07-02 12:03:00,letter,0.46,Brunei Darussalam,12.0
1535,2016-07-02 12:03:00,letter,0.36,Romania,18.0
1535,2016-07-02 12:03:00,letter,0.35,Brunei Darussalam,12.0
1536,2016-06-09 15:09:00,letter,0.37,Nauru,12.0
1537,2016-02-17 13:48:00,parcel,7.23,Kenya,295.99
1537,2016-02-17 13:48:00,parcel,17.28,Pakistan,187.37
1537,2016-02-17 13:48:00,parcel,11.21,Croatia,280.85
1538,2017-05-02 12:08:00,letter,0.5,Arab Emirates,18.0
1538,2017-05-02 12:08:00,parcel,7.54,Samoa,161.41
1538,2017-05-02 12:08:00,parcel,13.41,Norway,178.94
1539,2017-08-25 12:47:00,letter,0.48,Brazil,18.0
1540,2017-04-28 15:07:00,letter,0.46,Romania,18.0
1540,2017-04-28 15:07:00,parcel,1.27,Fiji,53.46
1540,2017-04-28 15:07:00,letter,0.33,Cambodia,12.0
1541,2016-11-13 11:06:00,letter,0.19,Cyprus,9.0
1542,2017-12-04 12:25:00,letter,0.32,Indonesia,12.0
1542,2017-12-04 12:25:00,parcel,5.78,Germany,151.84
1543,2016-04-14 14:57:00,parcel,13.88,Japan,153.39
1544,2016-10-10 16:47:00,letter,0.21,Czech Republic,9.0
1544,2016-10-10 16:47:00,parcel,8.6,Cyprus,280.85
1544,2016-10-10 16:47:00,parcel,7.56,Malta,280.85
1545,2016-05-27 11:29:00,parcel,8.13,Slovenia,280.85
1546,2017-08-18 13:48:00,letter,0.13,Turkey,9.0
1547,2017-10-27 12:01:00,letter,0.19,Peru,9.0
1547,2017-10-27 12:01:00,parcel,15.35,Myanmar,187.37
1548,2016-02-12 12:40:00,letter,0.2,New Caledonia,6.0
1548,2016-02-12 12:40:00,parcel,5.14,Ukraine,207.86
1549,2017-09-21 13:29:00,parcel,19.31,Cyprus,341.29
1550,2017-11-26 13:49:00,letter,0.3,Malta,18.0
1551,2016-11-23 13:42:00,parcel,10.21,Poland,280.85
1552,2017-08-23 11:37:00,parcel,10.5,Germany,178.94
1553,2016-01-13 10:35:00,letter,0.33,Papua New Guinea,12.0
1553,2016-01-13 10:35:00,parcel,7.51,Italy,178.94
1554,2016-09-26 15:22:00,letter,0.36,Cook Islands,12.0
1554,2016-09-26 15:22:00,letter,0.43,Netherlands,18.0
1554,2016-09-26 15:22:00,parcel,9.4,Myanmar,161.41
1555,2016-04-25 10:27:00,letter,0.46,New Zealand,11.0
1555,2016-04-25 10:27:00,letter,0.43,Korea - Republic Of,12.0
1555,2016-04-25 10:27:00,parcel,4.07,United Kingdom,93.04
1556,2016-05-09 12:39:00,letter,0.33,United States,18.0
1557,2017-12-04 11:58:00,letter,0.43,Kuwait,18.0
1557,2017-12-04 11:58:00,letter,0.39,Myanmar,12.0
1558,2017-09-16 11:28:00,letter,0.18,Bahrain,9.0
1559,2017-11-30 14:31:00,letter,0.18,Israel,9.0
1559,2017-11-30 14:31:00,letter,0.19,Tonga,6.0
1560,2016-07-03 10:01:00,letter,0.26,India,12.0
1560,2016-07-03 10:01:00,parcel,8.38,Papua New Guinea,161.41
1560,2016-07-03 10:01:00,letter,0.49,Cyprus,18.0
1561,2017-01-29 15:13:00,letter,0.16,Brunei Darussalam,6.0
1561,2017-01-29 15:13:00,parcel,8.09,Nigeria,295.99
1561,2017-01-29 15:13:00,parcel,19.97,Slovenia,341.29
1562,2017-09-02 12:34:00,letter,0.13,Lao People's Democratic Republic,6.0
1562,2017-09-02 12:34:00,letter,0.27,Estonia,18.0
1562,2017-09-02 12:34:00,parcel,12.09,Italy,178.94
1563,2016-07-18 13:17:00,letter,0.32,Vanuatu,12.0
1563,2016-07-18 13:17:00,parcel,9.14,Netherlands,178.94
1563,2016-07-18 13:17:00,parcel,1.35,Papua New Guinea,53.46
1564,2016-02-11 11:39:00,letter,0.34,Brunei Darussalam,12.0
1564,2016-02-11 11:39:00,parcel,8.46,Israel,295.99
1564,2016-02-11 11:39:00,parcel,1.15,Brunei Darussalam,53.46
1565,2017-08-07 13:25:00,letter,0.4,Cambodia,12.0
1566,2017-10-19 14:45:00,letter,0.48,South Africa,18.0
1566,2017-10-19 14:45:00,letter,0.18,Netherlands,9.0
1567,2017-07-18 15:45:00,letter,0.24,Bahrain,9.0
1568,2016-04-12 09:07:00,letter,0.34,Poland,18.0
1568,2016-04-12 09:07:00,letter,0.42,Peru,18.0
1569,2017-08-16 11:36:00,parcel,16.57,Finland,341.29
1569,2017-08-16 11:36:00,letter,0.48,Hungary,18.0
1569,2017-08-16 11:36:00,letter,0.4,Russian Federation,18.0
1570,2017-04-26 13:15:00,letter,0.36,Lao People's Democratic Republic,12.0
1570,2017-04-26 13:15:00,parcel,16.64,Qatar,359.45
1571,2016-07-23 13:28:00,letter,0.45,Greece,18.0
1572,2017-05-09 13:09:00,letter,0.44,French Polynesia,12.0
1573,2017-07-24 13:17:00,letter,0.14,Belgium,9.0
1573,2017-07-24 13:17:00,parcel,0.89,Malaysia,37.65
1574,2016-07-23 12:56:00,letter,0.45,Norway,18.0
1574,2016-07-23 12:56:00,parcel,17.01,Lao People's Democratic Republic,187.37
1575,2016-09-16 14:55:00,parcel,12.03,Kuwait,295.99
1575,2016-09-16 14:55:00,letter,0.13,New Caledonia,6.0
1575,2016-09-16 14:55:00,letter,0.14,Estonia,9.0
1576,2017-07-02 10:12:00,letter,0.44,Canada,18.0
1576,2017-07-02 10:12:00,parcel,9.22,Croatia,280.85
1576,2017-07-02 10:12:00,parcel,6.41,Cyprus,280.85
1577,2017-10-08 15:14:00,parcel,9.91,Italy,178.94
1577,2017-10-08 15:14:00,parcel,19.52,Malaysia,178.1
1578,2017-04-24 10:00:00,letter,0.33,Chile,18.0
1578,2017-04-24 10:00:00,letter,0.45,Belgium,18.0
1579,2016-12-17 13:10:00,parcel,3.76,Bahrain,135.21
1579,2016-12-17 13:10:00,letter,0.31,Nigeria,18.0
1579,2016-12-17 13:10:00,letter,0.48,Hong Kong,12.0
1580,2016-01-28 13:58:00,letter,0.11,Samoa,6.0
1581,2016-01-31 13:59:00,parcel,13.74,Cyprus,280.85
1581,2016-01-31 13:59:00,letter,0.41,Hungary,18.0
1582,2016-11-17 17:15:00,parcel,5.17,Nepal,135.44
1582,2016-11-17 17:15:00,letter,0.35,Vietnam,12.0
1582,2016-11-17 17:15:00,letter,0.42,New Zealand,11.0
1583,2017-07-04 14:42:00,letter,0.32,Cambodia,12.0
1584,2017-06-05 13:58:00,letter,0.22,Nigeria,9.0
1585,2017-06-20 14:49:00,letter,0.4,France,18.0
1585,2017-06-20 14:49:00,letter,0.2,Pakistan,6.0
1586,2017-03-13 10:27:00,parcel,15.51,Slovenia,341.29
1587,2017-10-28 13:10:00,parcel,12.02,Chile,295.99
1587,2017-10-28 13:10:00,letter,0.13,Turkey,9.0
1587,2017-10-28 13:10:00,letter,0.14,Germany,9.0
1588,2017-09-07 16:33:00,parcel,17.22,Netherlands,206.04
1589,2017-01-17 15:25:00,parcel,3.31,Norway,113.94
1590,2016-04-04 15:56:00,letter,0.5,Malaysia,12.0
1590,2016-04-04 15:56:00,letter,0.32,Nauru,12.0
1591,2016-09-12 14:25:00,parcel,7.68,Greece,280.85
1591,2016-09-12 14:25:00,parcel,13.11,Poland,280.85
1592,2016-08-26 10:57:00,letter,0.18,Vietnam,6.0
1592,2016-08-26 10:57:00,letter,0.34,Czech Republic,18.0
1593,2017-02-22 12:57:00,letter,0.36,Spain,18.0
1593,2017-02-22 12:57:00,parcel,3.73,Germany,113.94
1594,2017-11-12 13:55:00,letter,0.14,Papua New Guinea,6.0
1594,2017-11-12 13:55:00,letter,0.15,Peru,9.0
1595,2016-05-25 12:31:00,letter,0.37,South Africa,18.0
1595,2016-05-25 12:31:00,parcel,19.4,Saudi Arabia,359.45
1595,2016-05-25 12:31:00,parcel,11.43,Switzerland,178.94
1596,2017-10-25 12:39:00,letter,0.38,Mexico,18.0
1596,2017-10-25 12:39:00,letter,0.31,Sri Lanka,12.0
1596,2017-10-25 12:39:00,parcel,3.52,United States,84.35
1597,2017-08-12 09:51:00,letter,0.27,Turkey,18.0
1598,2016-05-20 12:31:00,parcel,7.98,Cyprus,280.85
1599,2017-04-25 10:57:00,letter,0.28,Poland,18.0
1599,2017-04-25 10:57:00,letter,0.12,Bahrain,9.0
1599,2017-04-25 10:57:00,letter,0.22,Macedonia - The Former Yugoslav Republic Of,9.0
1600,2017-12-22 13:15:00,letter,0.27,Spain,18.0
1601,2017-02-07 16:28:00,letter,0.37,Norway,18.0
1602,2017-01-24 15:24:00,parcel,3.81,French Polynesia,87.03
1602,2017-01-24 15:24:00,letter,0.3,Japan,12.0
1602,2017-01-24 15:24:00,parcel,11.69,Fiji,161.41
1603,2017-03-29 11:54:00,letter,0.19,Estonia,9.0
1603,2017-03-29 11:54:00,parcel,16.87,France,206.04
1604,2017-09-12 16:55:00,letter,0.32,United Kingdom,18.0
1604,2017-09-12 16:55:00,parcel,2.11,Russian Federation,106.53
1605,2017-12-05 13:43:00,letter,0.39,Nauru,12.0
1605,2017-12-05 13:43:00,parcel,6.17,Hungary,280.85
1605,2017-12-05 13:43:00,parcel,19.62,Romania,341.29
1606,2016-01-14 11:25:00,letter,0.3,Indonesia,12.0
1606,2016-01-14 11:25:00,parcel,1.95,Singapore,63.45
1607,2017-02-28 14:51:00,parcel,19.14,United States,182.68
1607,2017-02-28 14:51:00,letter,0.16,Sri Lanka,6.0
1608,2016-05-27 13:39:00,letter,0.25,Thailand,6.0
1609,2017-01-20 14:26:00,parcel,3.89,Indonesia,81.73
1610,2017-02-25 13:12:00,letter,0.45,Iran - Islamic Republic Of,18.0
1610,2017-02-25 13:12:00,parcel,5.36,Kenya,219.45
1611,2017-06-30 11:15:00,letter,0.2,Fiji,6.0
1611,2017-06-30 11:15:00,letter,0.31,Cambodia,12.0
1612,2017-04-25 10:11:00,parcel,0.76,United States,41.18
1612,2017-04-25 10:11:00,letter,0.37,Israel,18.0
1613,2016-02-04 08:00:00,letter,0.23,Israel,9.0
1613,2016-02-04 08:00:00,parcel,2.73,Slovenia,106.53
1614,2017-10-25 13:24:00,letter,0.34,Lao People's Democratic Republic,12.0
1614,2017-10-25 13:24:00,letter,0.24,Switzerland,9.0
1615,2016-05-22 10:08:00,letter,0.4,Sri Lanka,12.0
1616,2016-11-08 15:58:00,letter,0.46,France,18.0
1616,2016-11-08 15:58:00,letter,0.45,Greece,18.0
1616,2016-11-08 15:58:00,parcel,3.2,Japan,81.73
1617,2017-07-22 12:51:00,parcel,1.1,United States,52.4
1617,2017-07-22 12:51:00,parcel,14.63,Serbia,280.85
1618,2016-07-27 13:29:00,parcel,17.2,Solomon Islands,187.37
1619,2016-09-08 15:35:00,parcel,15.37,Netherlands,206.04
1620,2017-09-11 12:42:00,parcel,10.76,Denmark,280.85
1621,2016-03-04 12:55:00,letter,0.33,Arab Emirates,18.0
1621,2016-03-04 12:55:00,parcel,7.91,Romania,280.85
1622,2016-04-06 14:57:00,letter,0.36,Sweden,18.0
1622,2016-04-06 14:57:00,letter,0.5,Nepal,12.0
1623,2016-01-13 11:09:00,parcel,9.3,Switzerland,178.94
1623,2016-01-13 11:09:00,parcel,17.31,Cyprus,341.29
1623,2016-01-13 11:09:00,parcel,15.34,Romania,341.29
1624,2016-08-06 09:28:00,letter,0.12,Nepal,6.0
1625,2017-03-11 13:38:00,parcel,10.9,United States,157.35
1625,2017-03-11 13:38:00,letter,0.19,Vietnam,6.0
1626,2017-10-02 14:51:00,parcel,13.19,Italy,178.94
1626,2017-10-02 14:51:00,letter,0.23,Greece,9.0
1627,2016-05-20 13:23:00,parcel,2.15,Iran - Islamic Republic Of,112.48
1628,2017-06-03 11:50:00,letter,0.44,Netherlands,18.0
1629,2017-04-18 13:17:00,parcel,8.54,Canada,157.35
1629,2017-04-18 13:17:00,letter,0.25,Belgium,9.0
1629,2017-04-18 13:17:00,letter,0.36,Canada,18.0
